wordform,fst_analyses
mikawimangidiban,"['mikaw+VTA+Cnj+Pos+Prt+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Prt+ExclSubj+3SgObvObj']"
mizhomangidiban,"['mizhwi+VTA+Cnj+Pos+Prt+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+ExclSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+ExclSubj+3SgObvObj']"
waabamimangidiban,"['waabam+VTA+Cnj+Pos+Prt+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Prt+ExclSubj+3SgObvObj']"
mizhwangidwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+ExclSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+ExclSubj+3PlProxObj']"
mawadisimaasiwangidiban,"['mawadish+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+ExclSubj+3SgObvObj']"
miinimaasiwangidiban,"['miizh+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+ExclSubj+3SgObvObj']"
mikawimaasiwangidiban,"['mikaw+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+ExclSubj+3SgObvObj']"
mizhomaasiwangidiban,"['mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+3SgObvObj']"
waabamimaasiwangidiban,"['waabam+VTA+Cnj+Neg+Prt+ExclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+ExclSubj+3SgObvObj']"
mizhwaasiwangidiban,"['mizhwi+VTA+Cnj+Neg+Prt+ExclSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+ExclSubj+3SgProxObj']"
mizhwangidiban,"['mizhwi+VTA+Cnj+Pos+Prt+ExclSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+ExclSubj+3SgProxObj']"
mawadisaasiwangwaaban,"['mawadish+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+InclSubj+3PlProxObj']"
miinaasiwangwaaban,"['miizh+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+InclSubj+3PlProxObj']"
mikawaasiwangwaaban,"['mikaw+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+InclSubj+3PlProxObj']"
mizhwaasiwangwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+InclSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+InclSubj+3PlProxObj']"
waabamaasiwangwaaban,"['waabam+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+InclSubj+3PlProxObj']"
mawadisimangiban,"['mawadish+VTA+Cnj+Pos+Prt+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Prt+InclSubj+3SgObvObj']"
miinimangiban,"['miizh+VTA+Cnj+Pos+Prt+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Prt+InclSubj+3SgObvObj']"
mikawimangiban,"['mikaw+VTA+Cnj+Pos+Prt+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Prt+InclSubj+3SgObvObj']"
mizhomangiban,"['mizhwi+VTA+Cnj+Pos+Prt+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+InclSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+InclSubj+3SgObvObj']"
waabamimangiban,"['waabam+VTA+Cnj+Pos+Prt+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Prt+InclSubj+3SgObvObj']"
mizhwangwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+InclSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+InclSubj+3PlProxObj']"
mawadisimaasiwangiban,"['mawadish+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+InclSubj+3SgObvObj']"
miinimaasiwangiban,"['miizh+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+InclSubj+3SgObvObj']"
mikawimaasiwangiban,"['mikaw+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+InclSubj+3SgObvObj']"
mizhomaasiwangiban,"['mizhwi+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+InclSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+InclSubj+3SgObvObj']"
waabamimaasiwangiban,"['waabam+VTA+Cnj+Neg+Prt+InclSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+InclSubj+3SgObvObj']"
mizhwaasiwangiban,"['mizhwi+VTA+Cnj+Neg+Prt+InclSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+InclSubj+3SgProxObj']"
mizhwangiban,"['mizhwi+VTA+Cnj+Pos+Prt+InclSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+InclSubj+3SgProxObj']"
mizhogoosiwaambaan,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+1SgObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+1SgObj']"
mizhogooyaambaan,"['mizhwi+VTA+Cnj+Pos+Prt+XSubj+1SgObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+1SgObj']"
mawadisaasiwindwaaban,"['mawadish+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+XSubj+3PlProxObj']"
miinaasiwindwaaban,"['miizh+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+XSubj+3PlProxObj']"
mikawaasiwindwaaban,"['mikaw+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+XSubj+3PlProxObj']"
mizhwaasiwindwaaban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+XSubj+3PlProxObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+3PlProxObj']"
waabamaasiwindwaaban,"['waabam+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+XSubj+3PlProxObj']"
mawadisimindiban,"['mawadish+VTA+Cnj+Pos+Prt+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Pos+Prt+XSubj+3SgObvObj']"
miinimindiban,"['miizh+VTA+Cnj+Pos+Prt+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Pos+Prt+XSubj+3SgObvObj']"
mikawimindiban,"['mikaw+VTA+Cnj+Pos+Prt+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Pos+Prt+XSubj+3SgObvObj']"
mizhomindiban,"['mizhwi+VTA+Cnj+Pos+Prt+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Pos+Prt+XSubj+3SgObvObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+3SgObvObj']"
waabamimindiban,"['waabam+VTA+Cnj+Pos+Prt+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Pos+Prt+XSubj+3SgObvObj']"
mizhondwaaban,"['mizhwi+VTA+Cnj+Pos+Prt+XSubj+3PlProxObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+3PlProxObj']"
mawadisimaasiwindiban,"['mawadish+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mawadish+VTA+Cnj+Neg+Prt+XSubj+3SgObvObj']"
miinimaasiwindiban,"['miizh+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'miizh+VTA+Cnj+Neg+Prt+XSubj+3SgObvObj']"
mikawimaasiwindiban,"['mikaw+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mikaw+VTA+Cnj+Neg+Prt+XSubj+3SgObvObj']"
mizhomaasiwindiban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'mizhwi+VTA+Cnj+Neg+Prt+XSubj+3SgObvObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+3SgObvObj']"
waabamimaasiwindiban,"['waabam+VTA+Cnj+Neg+Prt+XSubj+3PlObvObj', 'waabam+VTA+Cnj+Neg+Prt+XSubj+3SgObvObj']"
mizhwaasiwindiban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+3SgProxObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+3SgProxObj']"
mizhondiban,"['mizhwi+VTA+Cnj+Pos+Prt+XSubj+3SgProxObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+3SgProxObj']"
mizhogoosiwaangiban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+ExclObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+ExclObj']"
mizhogoosiwangiban,"['mizhwi+VTA+Cnj+Neg+Prt+XSubj+InclObj', 'mizho+VTA+Cnj+Neg+Prt+XSubj+InclObj']"
mizhogooyangiban,"['mizhwi+VTA+Cnj+Pos+Prt+XSubj+InclObj', 'mizho+VTA+Cnj+Pos+Prt+XSubj+InclObj']"
